Nom^Equip^Posicio^Altura^Pes^Edat
Jon Garland^CWS^Base^209.55^89.78^27
Javier Vazquez^CWS^Base^198.81^87.64^31
Mark Buehrle^CWS^Base^198.81^94.05^28
Mike MacDougal^CWS^Pivot^204.17^83.36^30
David Aardsma^CWS^Pivot^206.86^85.5^25
Andrew Sisco^CWS^Pivot^217.6^111.15^24
Matt Thornton^CWS^Pivot^209.55^97.47^30
Bobby Jenks^CWS^Pivot^201.5^115.42^26
Boone Logan^CWS^Pivot^206.86^85.5^23
Sean Tracey^CWS^Pivot^201.5^89.78^26
Nick Masset^CWS^Pivot^204.17^81.23^25
Jose Molina^ANA^Base^198.81^94.05^32
Jeff Mathis^ANA^Base^193.42^76.95^24
Mike Napoli^ANA^Base^193.42^87.64^25
Casey Kotchman^ANA^Pivot^201.5^89.78^24
Kendry Morales^ANA^Pivot^196.11^94.05^24
Shea Hillenbrand^ANA^Pivot^196.11^90.2^32
Robb Quinlan^ANA^Pivot^196.11^85.5^30
Howie Kendrick^ANA^Pivot^188.06^76.95^24
Orlando Cabrera^ANA^Ala-pivot^188.06^81.23^32
Erick Aybar^ANA^Ala-pivot^188.06^72.67^23
Dallas McPherson^ANA^Aler^204.17^98.33^27
Maicer Izturis^ANA^Aler^182.68^66.26^26
Reggie Willits^ANA^Escorta^190.75^79.09^26
Tommy Murphy^ANA^Escorta^193.42^79.09^28
Terry Evans^ANA^Escorta^201.5^85.5^25
Gary Matthews Jr.^ANA^Escorta^201.5^96.19^33
Garret Anderson^ANA^Escorta^201.5^96.19^35
Vladimir Guerrero^ANA^Escorta^201.5^94.05^31
Chone Figgins^ANA^Escorta^182.68^68.4^29
Juan Rivera^ANA^Escorta^198.81^87.64^29
John Lackey^ANA^Base^209.55^100.46^28
Bartolo Colon^ANA^Base^190.75^106.88^34
Kelvim Escobar^ANA^Base^196.11^89.78^31
Dustin Moseley^ANA^Base^204.17^81.23^38
Ervin Santana^ANA^Base^198.81^68.4^24
Joe Saunders^ANA^Base^198.81^85.5^26
Jered Weaver^ANA^Base^212.24^87.64^24
Chris Resop^ANA^Pivot^201.5^94.91^24
Phil Seibel^ANA^Pivot^196.11^83.36^28
Justin Speier^ANA^Pivot^204.17^87.64^33
Darren Oliver^ANA^Pivot^198.81^94.05^36
Hector Carrasco^ANA^Pivot^198.81^94.05^37
Scot Shields^ANA^Pivot^196.11^72.67^32
Francisco Rodriguez^ANA^Pivot^193.42^79.09^25
Greg Jones^ANA^Pivot^198.81^83.36^30
Doug Mirabelli^BOS^Base^196.11^94.05^36
Jason Varitek^BOS^Base^198.81^98.33^35
George Kottaras^BOS^Base^193.42^76.95^24
Kevin Youkilis^BOS^Pivot^196.11^94.05^28
Dustin Pedroia^BOS^Aler^185.37^76.95^24
Alex Cora^BOS^Ala-pivot^193.42^76.95^31
Julio Lugo^BOS^Ala-pivot^196.11^72.67^31
Mike Lowell^BOS^Aler^201.5^89.78^33
Wily Mo Pe?a^BOS^Escorta^201.5^91.91^25
J.D. Drew^BOS^Escorta^196.11^85.5^31
Manny Ramirez^BOS^Escorta^193.42^91.06^35
Brandon Moss^BOS^Escorta^193.42^76.95^23
David Murphy^BOS^Escorta^204.17^82.08^25
Eric Hinske^BOS^Escorta^198.81^100.46^30
Coco Crisp^BOS^Escorta^193.42^79.09^27
David Ortiz^BOS^Aler^204.17^98.33^31
Curt Schilling^BOS^Base^206.86^100.46^40
Tim Wakefield^BOS^Base^198.81^89.78^41
Josh Beckett^BOS^Base^206.86^94.91^27
Matt Clement^BOS^Base^201.5^89.78^33
Jonathan Papelbon^BOS^Base^204.17^98.33^26
Kyle Snyder^BOS^Base^214.93^94.05^29
Devern Hansack^BOS^Base^198.81^76.95^29
Jon Lester^BOS^Base^198.81^81.23^23
Kason Gabbard^BOS^Base^201.5^85.5^25
Craig Hansen^BOS^Pivot^209.55^89.78^23
Hideki Okajima^BOS^Pivot^196.11^82.94^31
Craig Breslow^BOS^Pivot^196.11^76.95^27
Manny Delcarmen^BOS^Pivot^198.81^81.23^25
Brendan Donnelly^BOS^Pivot^201.5^102.6^36
Javier Lopez^BOS^Pivot^204.17^85.5^30
J.C. Romero^BOS^Pivot^190.75^84.64^31
Joel Pineiro^BOS^Pivot^196.11^85.5^28
Julian Tavarez^BOS^Pivot^198.81^83.36^34
Mike Timlin^BOS^Pivot^204.17^89.78^41
Nick DeBarr^BOS^Pivot^204.17^94.05^24
Victor Martinez^CLE^Base^198.81^81.23^28
Kelly Shoppach^CLE^Base^196.11^89.78^27
Ryan Garko^CLE^Pivot^198.81^96.19^26
Joe Inglett^CLE^Aler^188.06^76.95^29
Josh Barfield^CLE^Aler^193.42^79.09^24
Hector Luna^CLE^Aler^196.11^72.67^27
Jhonny Peralta^CLE^Ala-pivot^196.11^79.09^25
Andy Marte^CLE^Aler^196.11^79.09^23
Ben Francisco^CLE^Escorta^196.11^76.95^25
Shin-Soo Choo^CLE^Escorta^190.75^76.09^25
Franklin Gutierrez^CLE^Escorta^198.81^74.81^24
Grady Sizemore^CLE^Escorta^198.81^85.5^25
Jason Michaels^CLE^Escorta^193.42^87.21^31
Trot Nixon^CLE^Escorta^198.81^90.2^33
David Dellucci^CLE^Escorta^190.75^81.23^33
Casey Blake^CLE^Escorta^198.81^89.78^34
Travis Hafner^CLE^Aler^201.5^102.6^30
Paul Byrd^CLE^Base^196.11^81.23^36
Cliff Lee^CLE^Base^201.5^81.23^28
Jake Westbrook^CLE^Base^201.5^79.09^29
C.C. Sabathia^CLE^Base^212.24^123.98^27
Jeremy Sowers^CLE^Base^196.11^74.81^24
Rafael Perez^CLE^Pivot^201.5^79.09^25
Brian Slocum^CLE^Pivot^204.17^85.5^26
Edward Mujica^CLE^Pivot^198.81^94.05^23
Fernando Cabrera^CLE^Pivot^204.17^72.67^25
Tom Mastny^CLE^Pivot^209.55^94.05^26
Juan Lara^CLE^Pivot^198.81^81.23^26
Fausto Carmona^CLE^Pivot^204.17^94.05^23
Aaron Fultz^CLE^Pivot^193.42^87.64^33
Rafael Betancourt^CLE^Pivot^198.81^85.5^32
Roberto Hernandez^CLE^Pivot^204.17^106.88^42
Joe Borowski^CLE^Pivot^198.81^96.19^36
Matt Miller^CLE^Pivot^201.5^91.91^35
Jason Davis^CLE^Pivot^209.55^89.78^27
Mike Piazza^OAK^Base^201.5^91.91^38
Jason Kendall^OAK^Base^193.42^83.36^33
Adam Melhuse^OAK^Base^198.81^85.5^35
Nick Swisher^OAK^Pivot^193.42^82.94^26
Dan Johnson^OAK^Pivot^198.81^94.05^28
Donald Murphy^OAK^Aler^188.06^76.95^24
Mark Ellis^OAK^Aler^190.75^76.95^30
Marco Scutaro^OAK^Ala-pivot^188.06^72.67^31
Bobby Crosby^OAK^Ala-pivot^201.5^83.36^27
Mark Kiger^OAK^Ala-pivot^190.75^76.95^27
Antonio Perez^OAK^Aler^190.75^72.67^27
Eric Chavez^OAK^Aler^196.11^88.06^29
Milton Bradley^OAK^Escorta^193.42^87.64^29
Shannon Stewart^OAK^Escorta^190.75^85.5^33
Bobby Kielty^OAK^Escorta^196.11^96.19^31
Mark Kotsay^OAK^Escorta^193.42^85.93^31
Ryan Goleski^OAK^Escorta^201.5^96.19^25
Jeremy Brown^OAK^Aler^188.06^96.61^27
Jason Windsor^OAK^Base^198.81^99.61^25
David Shafer^OAK^Base^198.81^76.95^25
Joe Blanton^OAK^Base^201.5^96.19^26
Brad Halsey^OAK^Base^196.11^76.95^26
Dan Haren^OAK^Base^206.86^94.05^26
Rich Harden^OAK^Base^196.11^76.95^25
Joe Kennedy^OAK^Base^204.17^101.32^28
Esteban Loaiza^OAK^Base^201.5^91.91^35
Alan Embree^OAK^Pivot^198.81^81.23^37
Jay Witasick^OAK^Pivot^204.17^100.46^35
Justin Duchscherer^OAK^Pivot^201.5^81.23^29
Kiko Calero^OAK^Pivot^196.11^76.95^32
Chad Gaudin^OAK^Pivot^190.75^70.54^24
Lenny DiNardo^OAK^Pivot^204.17^83.36^27
Scott Dunn^OAK^Pivot^201.5^85.5^29
Huston Street^OAK^Pivot^193.42^81.23^24
Ron Flores^OAK^Pivot^190.75^81.23^28
Jay Marshall^OAK^Pivot^206.86^79.09^24
Marcus McBeth^OAK^Pivot^196.11^79.09^27
Jorge Posada^NYY^Base^198.81^87.64^36
Wil Nieves^NYY^Base^190.75^81.23^29
Andy Phillips^NYY^Pivot^193.42^87.64^30
Doug Mientkiewicz^NYY^Pivot^198.81^88.06^33
Josh Phelps^NYY^Pivot^201.5^94.05^29
Miguel Cairo^NYY^Aler^196.11^88.92^33
Robinson Cano^NYY^Aler^193.42^72.67^24
Derek Jeter^NYY^Ala-pivot^201.5^83.36^33
Alex Rodriguez^NYY^Aler^201.5^89.78^32
Johnny Damon^NYY^Escorta^198.81^81.23^33
Bobby Abreu^NYY^Escorta^193.42^90.2^33
Hideki Matsui^NYY^Escorta^198.81^98.33^33
Melky Cabrera^NYY^Escorta^190.75^72.67^23
Kevin Thompson^NYY^Escorta^188.06^79.09^27
Jason Giambi^NYY^Aler^201.5^98.33^36
Mike Mussina^NYY^Base^198.81^79.09^38
Carl Pavano^NYY^Base^206.86^103.03^31
Andy Pettitte^NYY^Base^206.86^96.19^35
Darrell Rasner^NYY^Base^201.5^89.78^26
Jeff Karstens^NYY^Base^201.5^74.81^24
Humberto Sanchez^NYY^Base^209.55^98.33^24
Chien-Ming Wang^NYY^Base^201.5^85.5^27
Sean Henn^NYY^Pivot^204.17^91.91^26
Scott Proctor^NYY^Pivot^196.11^84.64^30
Brian Bruney^NYY^Pivot^201.5^96.61^25
Chris Britton^NYY^Pivot^201.5^118.85^24
T.J. Beam^NYY^Pivot^212.24^91.91^27
Jose Veras^NYY^Pivot^206.86^98.33^26
Kyle Farnsworth^NYY^Pivot^204.17^102.6^31
Luis Vizcaino^NYY^Pivot^190.75^78.66^33
Mike Myers^NYY^Pivot^201.5^93.62^38
Mariano Rivera^NYY^Pivot^198.81^72.67^37
Ivan Rodriguez^DET^Base^185.37^93.19^35
Vance Wilson^DET^Base^190.75^81.23^34
Sean Casey^DET^Pivot^204.17^96.19^33
Chris Shelton^DET^Pivot^193.42^94.05^27
Omar Infante^DET^Aler^193.42^75.24^25
Placido Polanco^DET^Aler^188.06^81.23^31
Neifi Perez^DET^Aler^193.42^84.22^34
Carlos Guillen^DET^Ala-pivot^196.11^87.21^31
Ramon Santiago^DET^Ala-pivot^190.75^71.39^28
Tony Giarratano^DET^Ala-pivot^193.42^76.95^24
Brandon Inge^DET^Aler^190.75^83.36^30
Craig Monroe^DET^Escorta^196.11^94.05^30
Magglio Ordo?ez^DET^Escorta^193.42^91.91^33
Curtis Granderson^DET^Escorta^196.11^79.09^26
Brent Clevlen^DET^Escorta^198.81^81.23^23
Marcus Thames^DET^Escorta^198.81^87.64^30
Gary Sheffield^DET^Escorta^193.42^87.64^38
Mike Rabelo^DET^Aler^196.11^85.5^27
Zach Miner^DET^Base^201.5^85.5^25
Jeremy Bonderman^DET^Base^198.81^89.78^24
Nate Robertson^DET^Base^198.81^91.91^29
Justin Verlander^DET^Base^206.86^85.5^24
Virgil Vasquez^DET^Base^201.5^87.64^25
Kenny Rogers^DET^Base^196.11^90.2^42
Mike Maroth^DET^Base^193.42^81.23^30
Fernando Rodney^DET^Pivot^190.75^88.92^30
Chad Durbin^DET^Pivot^198.81^85.5^29
Jason Grilli^DET^Pivot^206.86^89.78^30
Jose Mesa^DET^Pivot^201.5^99.18^41
Todd Jones^DET^Pivot^201.5^98.33^39
Joel Zumaya^DET^Pivot^201.5^89.78^22
Jordan Tata^DET^Pivot^209.55^94.05^25
Andrew Miller^DET^Pivot^209.55^89.78^22
Yorman Bazardo^DET^Pivot^198.81^86.36^23
Wilfredo Ledezma^DET^Pivot^204.17^90.63^26
Roman Colon^DET^Pivot^209.55^96.19^28
Edward Campusano^DET^Pivot^204.17^72.67^25
Rene Rivera^SEA^Base^188.06^81.23^24
Kenji Johjima^SEA^Base^193.42^85.5^31
Richie Sexson^SEA^Pivot^214.93^101.32^32
Ben Broussard^SEA^Pivot^198.81^94.05^30
Jose Lopez^SEA^Aler^198.81^72.67^23
Jose Vidro^SEA^Aler^190.75^82.51^33
Yuniesky Betancourt^SEA^Ala-pivot^188.06^81.23^25
Oswaldo Navarro^SEA^Ala-pivot^193.42^64.12^22
Adrian Beltre^SEA^Aler^190.75^94.05^28
Raul Ibanez^SEA^Escorta^198.81^85.5^35
Jose Guillen^SEA^Escorta^190.75^81.23^31
Jeremy Reed^SEA^Escorta^193.42^79.09^26
Willie Bloomquist^SEA^Escorta^190.75^79.09^29
Adam Jones^SEA^Escorta^198.81^85.5^22
Ichiro Suzuki^SEA^Escorta^185.37^73.53^33
Mike Morse^SEA^Escorta^204.17^94.05^25
Felix Hernandez^SEA^Base^201.5^96.19^21
Ryan Feierabend^SEA^Base^201.5^81.23^22
Sean White^SEA^Base^204.17^83.36^26
Horacio Ramirez^SEA^Base^196.11^93.62^27
Cha Baek^SEA^Base^204.17^81.23^27
Miguel Batista^SEA^Base^196.11^84.22^36
Jeff Weaver^SEA^Base^206.86^85.5^31
Jarrod Washburn^SEA^Base^196.11^83.36^33
George Sherrill^SEA^Pivot^193.42^89.78^30
Julio Mateo^SEA^Pivot^193.42^75.67^30
J.J. Putz^SEA^Pivot^206.86^94.05^30
Chris Reitsma^SEA^Pivot^206.86^100.46^29
Cesar Jimenez^SEA^Pivot^190.75^76.95^22
Eric O'Flaherty^SEA^Pivot^198.81^83.36^22
Jon Huber^SEA^Pivot^198.81^83.36^26
Jake Woods^SEA^Pivot^196.11^81.23^25
Sean Green^SEA^Pivot^209.55^98.33^28
Mark Lowe^SEA^Pivot^201.5^81.23^24
Josh Paul^TB^Base^196.11^85.5^32
Dioner Navarro^TB^Base^188.06^81.23^23
Shawn Riggans^TB^Base^198.81^81.23^27
Ty Wigginton^TB^Pivot^193.42^85.5^29
Brendan Harris^TB^Aler^196.11^85.5^27
Jorge Cantu^TB^Aler^196.11^78.66^25
Ben Zobrist^TB^Ala-pivot^201.5^85.5^26
B.J. Upton^TB^Aler^201.5^76.95^23
Carl Crawford^TB^Escorta^198.81^93.62^26
Rocco Baldelli^TB^Escorta^204.17^79.94^25
Greg Norton^TB^Escorta^196.11^85.5^35
Elijah Dukes^TB^Escorta^198.81^94.05^23
Delmon Young^TB^Escorta^201.5^87.64^21
Jonny Gomes^TB^Aler^196.11^87.64^26
Edwin Jackson^TB^Base^201.5^81.23^23
Scott Kazmir^TB^Base^193.42^72.67^23
Casey Fossum^TB^Base^196.11^68.4^29
Jae Seo^TB^Base^196.11^91.91^30
J.P. Howell^TB^Base^193.42^74.81^24
Tim Corcoran^TB^Base^198.81^87.64^29
Jason Hammel^TB^Base^209.55^85.5^24
James Shields^TB^Base^204.17^91.49^25
Brian Stokes^TB^Base^196.11^85.5^27
Juan Salas^TB^Pivot^198.81^81.23^28
Jeff Ridgway^TB^Pivot^201.5^76.95^27
Ruddy Lugo^TB^Pivot^188.06^87.64^27
Jae-Kuk Ryu^TB^Pivot^201.5^94.05^24
Chad Orvella^TB^Pivot^190.75^81.23^26
Dan Miceli^TB^Pivot^193.42^91.91^36
Seth McClung^TB^Pivot^209.55^100.46^26
Jon Switzer^TB^Pivot^201.5^81.65^28
Shawn Camp^TB^Pivot^196.11^85.5^31
Scott Dohmann^TB^Pivot^196.11^77.38^29
Jason LaRue^KC^Base^190.75^85.5^33
John Buck^KC^Base^201.5^89.78^27
Ryan Shealy^KC^Pivot^206.86^102.6^28
Ross Gload^KC^Pivot^193.42^79.09^31
Esteban German^KC^Aler^185.37^70.54^29
Mark Grudzielanek^KC^Aler^196.11^81.23^37
Angel Sanchez^KC^Aler^198.81^79.09^23
Angel Berroa^KC^Ala-pivot^193.42^74.81^29
Andres Blanco^KC^Ala-pivot^188.06^66.26^23
Mark Teahen^KC^Aler^201.5^89.78^25
Joey Gathright^KC^Escorta^188.06^72.67^26
David DeJesus^KC^Escorta^193.42^74.81^27
Shane Costa^KC^Escorta^193.42^94.05^25
Mitch Maier^KC^Escorta^198.81^89.78^25
Reggie Sanders^KC^Escorta^196.11^87.64^39
Emil Brown^KC^Escorta^198.81^85.5^32
Mike Sweeney^KC^Aler^201.5^96.19^34
John Bale^KC^Base^204.17^87.64^33
Luke Hudson^KC^Base^201.5^83.36^30
Scott Elarton^KC^Base^214.93^102.6^31
Odalis Perez^KC^Base^193.42^64.12^30
Gil Meche^KC^Base^201.5^85.5^28
Neal Musser^KC^Base^196.11^91.91^27
Brian Bannister^KC^Base^198.81^86.36^26
Zack Greinke^KC^Base^198.81^85.5^23
Jorge De La Rosa^KC^Base^196.11^81.23^26
Todd Wellemeyer^KC^Pivot^201.5^87.64^28
Jimmy Gobble^KC^Pivot^201.5^81.23^26
Joel Peralta^KC^Pivot^190.75^68.4^31
Ryan Braun^KC^Pivot^196.11^91.91^27
Joakim Soria^KC^Pivot^201.5^79.09^23
Ken Ray^KC^Pivot^198.81^85.5^32
David Riske^KC^Pivot^198.81^81.23^30
Octavio Dotel^KC^Pivot^193.42^89.78^33
Joe Nelson^KC^Pivot^198.81^79.09^32
Gerald Laird^TEX^Base^198.81^94.05^27
Miguel Ojeda^TEX^Base^198.81^81.23^32
Guillermo Quiroz^TEX^Base^196.11^86.36^25
Chris Stewart^TEX^Base^204.17^87.64^25
Mark Teixeira^TEX^Pivot^201.5^94.05^27
Ian Kinsler^TEX^Aler^193.42^74.81^25
Joaquin Arias^TEX^Ala-pivot^196.11^68.4^22
Michael Young^TEX^Ala-pivot^196.11^81.23^30
Hank Blalock^TEX^Aler^196.11^85.5^26
Marlon Byrd^TEX^Escorta^193.42^97.9^30
Brad Wilkerson^TEX^Escorta^193.42^88.06^30
Sammy Sosa^TEX^Escorta^193.42^94.05^38
Kenny Lofton^TEX^Escorta^193.42^76.95^40
Frank Catalanotto^TEX^Escorta^190.75^83.36^33
Nelson Cruz^TEX^Escorta^201.5^74.81^27
Jason Botts^TEX^Aler^206.86^106.88^27
Robinson Tejeda^TEX^Base^201.5^80.37^25
John Rheinecker^TEX^Base^198.81^98.33^28
Edinson Volquez^TEX^Base^196.11^81.23^24
A.J. Murray^TEX^Base^201.5^85.5^25
Brandon McCarthy^TEX^Base^212.24^81.23^24
Vicente Padilla^TEX^Base^198.81^93.62^29
Kevin Millwood^TEX^Base^204.17^100.46^32
John Koronka^TEX^Base^196.11^76.95^27
Frank Francisco^TEX^Pivot^198.81^76.95^27
Francisco Cruceta^TEX^Pivot^198.81^76.95^26
Akinori Otsuka^TEX^Pivot^193.42^85.5^35
Eric Gagne^TEX^Pivot^198.81^100.04^31
Ron Mahay^TEX^Pivot^198.81^79.09^36
Joaquin Benoit^TEX^Pivot^201.5^94.05^30
Rick Bauer^TEX^Pivot^209.55^95.33^30
Josh Rupe^TEX^Pivot^198.81^85.5^25
Wes Littleton^TEX^Pivot^198.81^89.78^24
C.J. Wilson^TEX^Pivot^198.81^85.5^26
Scott Feldman^TEX^Pivot^206.86^89.78^24
Gregg Zaun^TOR^Base^188.06^81.23^36
Jason Phillips^TOR^Base^196.11^75.67^30
Lyle Overbay^TOR^Pivot^198.81^97.04^30
Russ Adams^TOR^Aler^196.11^76.95^26
Aaron Hill^TOR^Aler^190.75^83.36^25
Jason Smith^TOR^Aler^201.5^85.07^30
John McDonald^TOR^Ala-pivot^190.75^74.81^32
Royce Clayton^TOR^Ala-pivot^193.42^79.09^37
Troy Glaus^TOR^Aler^206.86^102.6^31
John Hattig^TOR^Aler^198.81^89.78^27
Reed Johnson^TOR^Escorta^188.06^76.95^30
Alex Rios^TOR^Escorta^206.86^82.94^26
Vernon Wells^TOR^Escorta^196.11^96.19^28
Frank Thomas^TOR^Aler^206.86^117.56^39
Adam Lind^TOR^Aler^198.81^83.36^24
Shaun Marcum^TOR^Base^193.42^76.95^25
Casey Janssen^TOR^Base^204.17^87.64^25
Gustavo Chacin^TOR^Base^190.75^82.51^26
A.J. Burnett^TOR^Base^204.17^98.33^30
Roy Halladay^TOR^Base^209.55^98.33^30
John Thomson^TOR^Base^201.5^94.05^33
Tomo Ohka^TOR^Base^196.11^85.5^31
B.J. Ryan^TOR^Pivot^209.55^106.45^31
Scott Downs^TOR^Pivot^198.81^81.23^31
Brian Tallet^TOR^Pivot^212.24^88.92^29
Matt Roney^TOR^Pivot^201.5^104.74^27
Tracy Thorpe^TOR^Pivot^204.17^106.88^26
Jean Machi^TOR^Pivot^193.42^68.4^24
Brandon League^TOR^Pivot^201.5^82.08^24
Dustin McGowan^TOR^Pivot^201.5^94.05^25
Jason Frasor^TOR^Pivot^188.06^72.67^30
Francisco Rosario^TOR^Pivot^193.42^84.22^26
Davis Romero^TOR^Pivot^188.06^66.26^24
Jeremy Accardo^TOR^Pivot^198.81^81.23^25
Mike Redmond^MIN^Base^190.75^85.5^36
Joe Mauer^MIN^Base^204.17^94.05^24
Chris Heintz^MIN^Base^196.11^89.78^33
Justin Morneau^MIN^Pivot^204.17^97.47^26
Luis Castillo^MIN^Aler^190.75^81.23^31
Alexi Casilla^MIN^Aler^185.37^68.4^23
Alejandro Machado^MIN^Aler^193.42^78.66^25
Jason Bartlett^MIN^Ala-pivot^193.42^76.95^27
Luis Rodriguez^MIN^Aler^185.37^76.95^27
Jeff Cirillo^MIN^Aler^196.11^85.5^37
Nick Punto^MIN^Aler^185.37^75.24^29
Jason Tyner^MIN^Escorta^196.11^68.4^30
Michael Cuddyer^MIN^Escorta^198.81^94.91^28
Torii Hunter^MIN^Escorta^198.81^90.2^32
Lew Ford^MIN^Escorta^193.42^83.36^31
Jason Kubel^MIN^Escorta^190.75^85.5^25
Josh Rabe^MIN^Aler^198.81^89.78^28
Rondell White^MIN^Aler^196.11^96.19^35
Ramon Ortiz^MIN^Base^193.42^74.81^34
Johan Santana^MIN^Base^193.42^88.06^28
Carlos Silva^MIN^Base^204.17^102.6^28
Matt Garza^MIN^Base^204.17^79.09^23
Boof Bonser^MIN^Base^204.17^111.15^25
Francisco Liriano^MIN^Base^198.81^79.09^23
Scott Baker^MIN^Base^204.17^94.48^25
Pat Neshek^MIN^Pivot^201.5^87.64^26
Glen Perkins^MIN^Pivot^190.75^85.5^24
Julio DePaula^MIN^Pivot^193.42^72.67^24
Juan Rincon^MIN^Pivot^190.75^85.93^28
Jesse Crain^MIN^Pivot^196.11^87.64^26
Matt Guerrier^MIN^Pivot^201.5^79.09^29
Joe Nathan^MIN^Pivot^204.17^87.64^32
Dennys Reyes^MIN^Pivot^201.5^104.74^30
Brayan Pe?a^ATL^Base^190.75^94.05^25
Brian McCann^ATL^Base^201.5^89.78^23
Craig Wilson^ATL^Pivot^198.81^94.05^30
Chris Woodward^ATL^Aler^193.42^79.09^31
Pete Orr^ATL^Aler^196.11^74.81^28
Martin Prado^ATL^Aler^196.11^72.67^23
Tony Pe?a^ATL^Ala-pivot^196.11^76.95^26
Edgar Renteria^ATL^Ala-pivot^196.11^85.5^32
Chipper Jones^ATL^Aler^204.17^89.78^35
Willy Aybar^ATL^Aler^193.42^74.81^24
Jeff Francoeur^ATL^Escorta^204.17^94.05^23
Matt Diaz^ATL^Escorta^196.11^88.06^29
Kelly Johnson^ATL^Escorta^196.11^76.95^25
Andruw Jones^ATL^Escorta^196.11^89.78^30
Ryan Langerhans^ATL^Escorta^201.5^83.36^27
Scott Thorman^ATL^Escorta^201.5^85.5^25
T.J. Bohn^ATL^Escorta^206.86^85.5^27
Tim Hudson^ATL^Base^196.11^70.11^32
Jonathan Johnson^ATL^Base^193.42^76.95^33
John Smoltz^ATL^Base^201.5^94.05^40
Mike Hampton^ATL^Base^188.06^83.36^34
Kyle Davies^ATL^Base^198.81^87.64^23
Chuck James^ATL^Base^193.42^72.67^25
Phil Stockman^ATL^Pivot^214.93^102.6^27
Macay McBride^ATL^Pivot^190.75^89.78^24
Joey Devine^ATL^Pivot^190.75^83.36^23
Peter Moylan^ATL^Pivot^198.81^85.5^28
Mike Gonzalez^ATL^Pivot^198.81^87.64^29
Lance Cormier^ATL^Pivot^196.11^82.08^27
Blaine Boyer^ATL^Pivot^201.5^81.23^26
Manny Acosta^ATL^Pivot^204.17^72.67^26
Bob Wickman^ATL^Pivot^196.11^102.6^38
Tanyon Sturtze^ATL^Pivot^206.86^85.5^36
Oscar Villarreal^ATL^Pivot^193.42^87.64^25
Rafael Soriano^ATL^Pivot^196.11^74.81^27
Chad Paronto^ATL^Pivot^206.86^106.88^32
Tyler Yates^ATL^Pivot^204.17^94.05^30
Henry Blanco^CHC^Base^190.75^95.76^36
Michael Barrett^CHC^Base^201.5^89.78^30
